,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
7290,006BFD76-902B-11e8-BC32-00505682069A,Individual,Active,Bangalore,KARNATAKA,560100.0,FEMALE,1/1/1984,M,7/26/2018,couple with children,37.0,35-40 Years,18-Jul,Weak: 30
7291,00E9B71B-7F53-11e8-AA30-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560102.0,FEMALE,1/28/1993,M,7/4/2018,Single/living alone,28.0,25-30 Years,18-Jul,Weak: 27
7292,00F0AC14-CFFC-11e8-9F6C-0050569D7549,Business,Active,Bangalore,KARNATAKA,560001.0,Not Mention,1/1/1900,M,10/15/2018,couple with children,121.0,60+ Years,18-Oct,Weak: 42
7293,00FBA345-B97A-11e8-BBAA-00505682069A,Individual,Active,Bangalore,KARNATAKA,560087.0,FEMALE,4/19/1993,M,9/16/2018,couple with children,27.0,25-30 Years,18-Sep,Weak: 38
7294,00FBA48A-B97A-11e8-BBAA-00505682069A,Individual,Active,Bangalore,KARNATAKA,560029.0,FEMALE,2/21/1988,M,9/16/2018,couple with children,33.0,30-35 Years,18-Sep,Weak: 38
7295,01331A3C-C75A-11e9-91E2-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560102.0,FEMALE,8/11/1986,M,8/26/2019,couple with children,34.0,30-35 Years,19-Aug,Weak: 35
7296,01426C9C-D6BE-11e8-A2F0-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560068.0,FEMALE,10/7/1972,M,10/23/2018,Single/living alone,48.0,45-50 Years,18-Oct,Weak: 43
7297,0148BAF7-D2F3-11e9-96D6-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560093.0,FEMALE,7/17/1985,M,9/9/2019,couple with children,35.0,35-40 Years,19-Sep,Weak: 37
7298,014B945E-CE95-11e9-9D8A-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560049.0,FEMALE,9/12/1981,M,9/3/2019,couple with children,39.0,35-40 Years,19-Sep,Weak: 36
7299,015BA33B-B98D-11e8-8DDE-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560068.0,FEMALE,4/25/1991,M,9/16/2018,Single/living alone,29.0,25-30 Years,18-Sep,Weak: 38
7300,018730F7-CDDA-11e7-9FDE-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560043.0,FEMALE,9/2/1987,U,11/21/2017,couple with children,33.0,30-35 Years,17-Nov,Weak: 47
7301,01C713CD-8076-11e8-96C2-00505682069A,Individual,Active,Bangalore,KARNATAKA,560066.0,FEMALE,7/16/1982,M,7/6/2018,couple with children,38.0,35-40 Years,18-Jul,Weak: 27
7302,01DAB356-E5AE-11e8-92BA-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560076.0,FEMALE,2/12/1986,M,11/11/2018,Single/living alone,35.0,35-40 Years,18-Nov,Weak: 46
7303,01DAC5F4-7F61-11e8-B71C-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560103.0,FEMALE,9/5/1969,M,7/4/2018,Single/living alone,51.0,50-55 Years,18-Jul,Weak: 27
7304,01DC70A0-3980-11e8-9F18-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560055.0,FEMALE,3/23/1979,M,4/6/2018,couple with children,42.0,40- 45Years,18-Apr,Weak: 14
7305,0231A704-863F-11e8-B27A-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560094.0,FEMALE,12/17/1980,M,7/13/2018,couple with children,40.0,40- 45Years,18-Jul,Weak: 28
7306,02582C1B-D335-11e8-881A-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560043.0,FEMALE,3/18/1990,M,10/19/2018,couple with children,31.0,30-35 Years,18-Oct,Weak: 42
7307,02DB928C-20D0-11e8-8764-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560013.0,FEMALE,2/16/1990,M,3/6/2018,couple with children,31.0,30-35 Years,18-Mar,Weak: 10
7308,02F1E092-BDD5-11e9-8D9C-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560035.0,FEMALE,1/1/1900,M,8/13/2019,Single/living alone,121.0,60+ Years,19-Aug,Weak: 33
7309,0302FDC6-E813-11e8-8A4E-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560102.0,FEMALE,3/3/1980,M,11/14/2018,couple with children,41.0,40- 45Years,18-Nov,Weak: 46
7310,03148359-EC6F-11e7-ACB2-00505682069A,Individual,Active,Bangalore,KARNATAKA,560037.0,FEMALE,2/4/1985,M,12/29/2017,couple with children,36.0,35-40 Years,17-Dec,Weak: 52
7311,0350A7F2-F57F-11e9-8716-005056991469,Business,Active,Bangalore,KARNATAKA,560025.0,Not Mention,1/1/1900,M,10/25/2019,couple with children,121.0,60+ Years,19-Oct,Weak: 43
7312,0360A626-B101-11e9-9D6C-005056984FDD,Individual,Active,Bangalore,KARNATAKA,560005.0,FEMALE,4/26/1976,M,7/28/2019,Couple without children,44.0,40- 45Years,19-Jul,Weak: 31
7313,03654035-F4E7-11e9-9E5A-005056991469,Individual,Active,Bangalore,KARNATAKA,560061.0,FEMALE,2/22/1980,M,10/22/2019,Single/living alone,41.0,40- 45Years,19-Oct,Weak: 43
7314,038284D2-AD16-11e8-A926-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560103.0,FEMALE,9/23/1998,M,8/31/2018,Couple without children,22.0,20-25 Years,18-Aug,Weak: 35
7315,03A63D36-4C2F-11e8-B0CE-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560098.0,FEMALE,4/9/1975,M,5/1/2018,Single/living alone,45.0,45-50 Years,18-May,Weak: 18
7316,03BB65EB-BE34-11e9-971E-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560029.0,FEMALE,8/8/1980,M,8/14/2019,couple with children,40.0,40- 45Years,19-Aug,Weak: 33
7317,03BB67D1-BE34-11e9-971E-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560067.0,FEMALE,6/10/1983,M,8/14/2019,couple with children,37.0,35-40 Years,19-Aug,Weak: 33
7318,03D293A0-6A84-11e9-8586-0050569857FB,Business,Active,Bangalore,KARNATAKA,560054.0,Not Mention,1/1/1900,M,5/7/2019,Couple without children,121.0,60+ Years,19-May,Weak: 19
7319,03EE1D39-C3BE-11e9-8CD8-005056991469,Individual,Active,Bangalore,KARNATAKA,560066.0,FEMALE,8/7/1980,M,8/21/2019,couple with children,40.0,40- 45Years,19-Aug,Weak: 34
7320,03EE7097-B15E-11e8-8ED8-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560077.0,FEMALE,4/6/1979,M,9/6/2018,Couple without children,41.0,40- 45Years,18-Sep,Weak: 36
7321,03F2DE7E-E2BB-11e9-ABFC-005056981C55,Individual,Active,Bangalore,KARNATAKA,560093.0,FEMALE,10/24/1988,M,9/29/2019,couple with children,32.0,30-35 Years,19-Sep,Weak: 40
7322,040DC462-22C2-11e8-8E0E-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560095.0,FEMALE,5/10/1965,M,3/9/2018,couple with children,55.0,55-60 Years,18-Mar,Weak: 10
7323,0424D406-B9D3-11e8-95E2-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560064.0,FEMALE,3/29/1993,M,9/16/2018,Couple without children,28.0,25-30 Years,18-Sep,Weak: 38
7324,0428E003-3029-11e8-BF9E-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560066.0,FEMALE,7/20/1970,M,3/25/2018,Single/living alone,50.0,50-55 Years,18-Mar,Weak: 13
7325,043D7BEF-C224-11e9-93A2-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560076.0,FEMALE,6/7/1980,M,8/19/2019,Couple without children,40.0,40- 45Years,19-Aug,Weak: 34
7326,043D85D1-FAEB-11e9-A0E2-005056981C55,Individual,Active,Bangalore,KARNATAKA,560042.0,FEMALE,9/10/1996,M,10/30/2019,Couple without children,24.0,20-25 Years,19-Oct,Weak: 44
7327,04537A1A-C3D1-11e8-87CC-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560058.0,FEMALE,9/1/1989,M,9/29/2018,couple with children,31.0,30-35 Years,18-Sep,Weak: 39
7328,0476D76A-6B51-11e8-B278-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560009.0,FEMALE,6/4/1975,M,6/9/2018,Couple without children,45.0,45-50 Years,18-Jun,Weak: 23
7329,000AF14A-C9B5-11e8-A38A-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560100.0,MALE,2/2/1972,M,10/7/2018,couple with children,49.0,45-50 Years,18-Oct,Weak: 41
7330,000C3FCB-9228-11e8-B7E6-00505682069A,Individual,Active,Bangalore,KARNATAKA,560032.0,MALE,5/3/1986,M,7/28/2018,couple with children,34.0,30-35 Years,18-Jul,Weak: 30
7331,000C437F-9228-11e8-B7E6-00505682069A,Individual,Active,Bangalore,KARNATAKA,560029.0,MALE,3/18/1973,M,7/28/2018,couple with children,48.0,45-50 Years,18-Jul,Weak: 30
7332,0017D444-E7BF-11e7-928C-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560064.0,MALE,12/25/1973,M,12/23/2017,Couple without children,47.0,45-50 Years,17-Dec,Weak: 51
7333,006362AF-A76C-11e8-9C72-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560016.0,MALE,4/24/1987,M,8/24/2018,couple with children,33.0,30-35 Years,18-Aug,Weak: 34
7334,006BFA8D-902B-11e8-BC32-00505682069A,Individual,Active,Bangalore,KARNATAKA,560061.0,MALE,1/26/1981,M,7/25/2018,couple with children,40.0,40- 45Years,18-Jul,Weak: 30
7335,006BFEE5-902B-11e8-BC32-00505682069A,Individual,Active,Bangalore,KARNATAKA,560047.0,MALE,1/4/1989,M,7/26/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 30
7336,007FEC1A-C773-11e9-9EE0-005056991469,Individual,Active,Bangalore,KARNATAKA,560035.0,MALE,8/16/1982,M,8/26/2019,Couple without children,38.0,35-40 Years,19-Aug,Weak: 35
7337,0083FA54-AF30-11e8-9606-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560037.0,MALE,7/24/1986,M,9/3/2018,Single/living alone,34.0,30-35 Years,18-Sep,Weak: 36
7338,00C41EB5-B4C5-11e8-9238-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560100.0,MALE,7/17/1989,M,9/10/2018,couple with children,31.0,30-35 Years,18-Sep,Weak: 37
7339,00D49DC3-D41B-11e9-9C20-005056981C55,Individual,Active,Bangalore,KARNATAKA,560068.0,MALE,6/12/1995,M,9/11/2019,couple with children,25.0,25-30 Years,19-Sep,Weak: 37
7340,00D49EE8-D41B-11e9-9C20-005056981C55,Individual,Active,Bangalore,KARNATAKA,560060.0,MALE,1/7/1978,M,9/11/2019,couple with children,43.0,40- 45Years,19-Sep,Weak: 37
7341,00D6F8D6-A23E-11e8-97E2-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560030.0,MALE,12/24/1991,M,8/18/2018,Couple without children,29.0,25-30 Years,18-Aug,Weak: 33
7342,00D7D5F4-5596-11e8-A65E-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560102.0,MALE,7/7/1969,M,5/14/2018,Couple without children,51.0,50-55 Years,18-May,Weak: 20
7343,00E9B718-7F53-11e8-AA30-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560078.0,MALE,10/2/1980,M,7/4/2018,Single/living alone,40.0,40- 45Years,18-Jul,Weak: 27
7344,00E9B878-7F53-11e8-AA30-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560049.0,MALE,3/19/1981,M,7/4/2018,Single/living alone,40.0,40- 45Years,18-Jul,Weak: 27
7345,00E9BB6B-7F53-11e8-AA30-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560011.0,MALE,5/30/1965,M,7/4/2018,Single/living alone,55.0,55-60 Years,18-Jul,Weak: 27
7346,00F0A944-CFFC-11e8-9F6C-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560103.0,MALE,4/5/1968,M,10/15/2018,Single/living alone,52.0,50-55 Years,18-Oct,Weak: 42
7347,0112693B-E4FE-11e8-B162-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560005.0,MALE,6/7/1912,M,11/10/2018,Couple without children,108.0,60+ Years,18-Nov,Weak: 45
7348,014F14AF-EE30-11e8-923E-005056991469,Individual,Active,Bangalore,KARNATAKA,560037.0,MALE,8/1/1985,M,11/22/2018,Couple without children,35.0,35-40 Years,18-Nov,Weak: 47
7349,015BA4B0-B98D-11e8-8DDE-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560070.0,MALE,1/26/1986,M,9/16/2018,Single/living alone,35.0,35-40 Years,18-Sep,Weak: 38
7350,018928E9-ECFF-11e7-AB46-00505682069A,Individual,Active,Bangalore,KARNATAKA,560083.0,MALE,1/10/1980,M,12/30/2017,couple with children,41.0,40- 45Years,17-Dec,Weak: 52
7351,018E2173-AE62-11e8-84DA-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560068.0,MALE,7/20/1987,M,9/2/2018,couple with children,33.0,30-35 Years,18-Sep,Weak: 36
7352,018E218F-AE62-11e8-84DA-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560076.0,MALE,3/6/1989,M,9/2/2018,couple with children,32.0,30-35 Years,18-Sep,Weak: 36
7353,018E21D5-AE62-11e8-84DA-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560018.0,MALE,11/9/1989,M,9/2/2018,couple with children,31.0,30-35 Years,18-Sep,Weak: 36
7354,018E2419-AE62-11e8-84DA-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560035.0,MALE,8/15/1992,M,9/2/2018,couple with children,28.0,25-30 Years,18-Sep,Weak: 36
7355,019F0DA4-B13E-11e9-B000-005056991469,Individual,Active,Bangalore,KARNATAKA,560035.0,MALE,10/7/1977,M,7/28/2019,Couple without children,43.0,40- 45Years,19-Jul,Weak: 31
7356,01AFECF5-B6CC-11e8-B136-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560066.0,MALE,2/27/1992,M,9/13/2018,Couple without children,29.0,25-30 Years,18-Sep,Weak: 37
7357,01BDD451-D43A-11e9-9EA4-005056991469,Individual,Active,Bangalore,KARNATAKA,560033.0,MALE,3/1/1994,M,9/11/2019,couple with children,27.0,25-30 Years,19-Sep,Weak: 37
7358,01DA6F13-B0BD-11e8-98D2-00505682069A,Individual,Active,Bangalore,KARNATAKA,560079.0,MALE,1/5/1982,M,9/5/2018,Single/living alone,39.0,35-40 Years,18-Sep,Weak: 36
7359,01DB1B16-D772-11e8-B004-005056984FDD,Individual,Active,Bangalore,KARNATAKA,560048.0,MALE,6/26/1978,M,10/24/2018,couple with children,42.0,40- 45Years,18-Oct,Weak: 43
7360,01DFFCFE-C02C-11e8-B122-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560024.0,MALE,1/30/1985,M,9/25/2018,couple with children,36.0,35-40 Years,18-Sep,Weak: 39
7361,01F68F54-9BED-11e8-816A-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560099.0,MALE,7/4/1987,M,8/9/2018,Couple without children,33.0,30-35 Years,18-Aug,Weak: 32
7362,01FEE0AD-2030-11e8-96EC-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560043.0,MALE,10/1/1992,M,3/5/2018,Couple without children,28.0,25-30 Years,18-Mar,Weak: 10
7363,0231A6D9-863F-11e8-B27A-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560068.0,MALE,6/24/1985,M,7/13/2018,couple with children,35.0,35-40 Years,18-Jul,Weak: 28
7364,0236E6F5-EDDC-11e8-A544-005056991469,Individual,Active,Bangalore,KARNATAKA,560036.0,MALE,10/10/1982,M,11/22/2018,Couple without children,38.0,35-40 Years,18-Nov,Weak: 47
7365,02582EEC-D335-11e8-881A-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560102.0,MALE,1/1/1979,M,10/19/2018,couple with children,42.0,40- 45Years,18-Oct,Weak: 42
7366,02AFE6BF-8D03-11e8-AF96-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560102.0,MALE,9/15/1991,M,7/22/2018,couple with children,29.0,25-30 Years,18-Jul,Weak: 30
7367,02AFE6DD-8D03-11e8-AF96-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560092.0,MALE,1/28/1977,M,7/22/2018,couple with children,44.0,40- 45Years,18-Jul,Weak: 30
7368,02B04E3E-C86D-11e9-B756-005056984FDD,Individual,Active,Bangalore,KARNATAKA,560067.0,MALE,11/2/1990,M,8/27/2019,couple with children,30.0,30-35 Years,19-Aug,Weak: 35
7369,02BD288A-BACE-11e8-B2C8-00505682069A,Individual,Active,Bangalore,KARNATAKA,560048.0,MALE,6/30/1976,M,9/18/2018,Couple without children,44.0,40- 45Years,18-Sep,Weak: 38
7370,02D065AC-B6C3-11e8-BD28-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560011.0,MALE,4/15/1988,M,9/12/2018,couple with children,32.0,30-35 Years,18-Sep,Weak: 37
7371,02DBA9EF-D1EF-11e9-93A2-0050569953B7,Individual,Active,Bangalore,KARNATAKA,560001.0,MALE,4/8/1992,M,9/8/2019,couple with children,28.0,25-30 Years,19-Sep,Weak: 37
7372,03085403-C521-11e8-B802-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560078.0,MALE,3/24/1987,M,10/1/2018,couple with children,34.0,30-35 Years,18-Oct,Weak: 40
7373,0308546B-C521-11e8-B802-0050568260A3,Individual,Active,Bangalore,KARNATAKA,560061.0,MALE,3/12/1985,M,10/1/2018,couple with children,36.0,35-40 Years,18-Oct,Weak: 40
7374,031BB516-E5BC-11e9-86DE-005056981C55,Individual,Active,Bangalore,KARNATAKA,560094.0,MALE,11/17/1973,M,10/3/2019,couple with children,47.0,45-50 Years,19-Oct,Weak: 40
7375,033FAD9D-D1C4-11e9-8CEC-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560037.0,MALE,5/16/1983,M,9/8/2019,Single/living alone,37.0,35-40 Years,19-Sep,Weak: 37
7376,03607638-9E5D-11e8-80E4-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560076.0,MALE,5/5/1993,M,8/13/2018,Couple without children,27.0,25-30 Years,18-Aug,Weak: 33
7377,0365A4E7-B0E6-11e9-B77C-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560048.0,MALE,12/22/1970,M,7/28/2019,Single/living alone,50.0,50-55 Years,19-Jul,Weak: 31
7378,038281EB-AD16-11e8-A926-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560070.0,MALE,2/21/1975,M,8/31/2018,Couple without children,46.0,45-50 Years,18-Aug,Weak: 35
7379,03BB6514-BE34-11e9-971E-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560037.0,MALE,6/18/1986,M,8/14/2019,couple with children,34.0,30-35 Years,19-Aug,Weak: 33
7380,03BB66B0-BE34-11e9-971E-0050569857FB,Individual,Active,Bangalore,KARNATAKA,560008.0,MALE,10/12/1991,M,8/14/2019,couple with children,29.0,25-30 Years,19-Aug,Weak: 33
7381,03BBAE9F-3161-11e8-9A1E-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560070.0,MALE,1/10/1978,M,3/27/2018,couple with children,43.0,40- 45Years,18-Mar,Weak: 13
7382,03BFB382-7FD0-11e8-962A-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560102.0,MALE,5/24/1987,M,7/5/2018,couple with children,33.0,30-35 Years,18-Jul,Weak: 27
7383,03C0D2FC-B12E-11e8-8394-0050569D3164,Individual,Active,Bangalore,KARNATAKA,560029.0,MALE,12/14/1994,M,9/7/2018,Couple without children,26.0,25-30 Years,18-Sep,Weak: 36
7384,03C45626-A857-11e8-8928-00505682069A,Individual,Active,Bangalore,KARNATAKA,560094.0,MALE,7/21/1980,M,8/25/2018,Couple without children,40.0,40- 45Years,18-Aug,Weak: 34
7385,03CE8465-AD64-11e8-B91E-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560033.0,MALE,1/24/1987,M,9/1/2018,Couple without children,34.0,30-35 Years,18-Sep,Weak: 35
7386,03DE9FFF-BB23-11e8-80B4-00505682069A,Individual,Active,Bangalore,KARNATAKA,560047.0,MALE,7/31/1992,M,9/18/2018,couple with children,28.0,25-30 Years,18-Sep,Weak: 38
7387,03F13328-9894-11e8-B9A2-0050568252F9,Individual,Active,Bangalore,KARNATAKA,560066.0,MALE,9/20/1983,M,8/5/2018,Single/living alone,37.0,35-40 Years,18-Aug,Weak: 32
7388,0420832F-DC85-11e8-9E20-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560075.0,MALE,11/19/1983,M,10/31/2018,Couple without children,37.0,35-40 Years,18-Oct,Weak: 44
7389,043D7B05-C224-11e9-93A2-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560040.0,MALE,5/29/1981,M,8/19/2019,couple with children,39.0,35-40 Years,19-Aug,Weak: 34
7390,043D7D40-C224-11e9-93A2-0050569973AB,Individual,Active,Bangalore,KARNATAKA,560066.0,MALE,7/26/1959,M,8/19/2019,Couple without children,61.0,60+ Years,19-Aug,Weak: 34
7391,043D88CE-FAEB-11e9-A0E2-005056981C55,Individual,Active,Bangalore,KARNATAKA,560100.0,MALE,9/13/1985,M,10/30/2019,Couple without children,35.0,35-40 Years,19-Oct,Weak: 44
7392,043F4BAA-4F59-11e8-A4FE-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560001.0,MALE,1/2/2000,M,5/4/2018,Couple without children,21.0,20-25 Years,18-May,Weak: 18
7393,043F4BE0-4F59-11e8-A4FE-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560008.0,MALE,6/3/1980,M,5/4/2018,Couple without children,40.0,40- 45Years,18-May,Weak: 18
7394,0463F7D0-9D98-11e8-A7E0-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560078.0,MALE,6/3/1986,M,8/12/2018,couple with children,34.0,30-35 Years,18-Aug,Weak: 33
7395,0001F655-9FE7-11e8-9E9C-00505682069A,Individual,Active,Bengaluru,KARNATAKA,560072.0,FEMALE,2/17/1988,M,8/15/2018,couple with children,33.0,30-35 Years,18-Aug,Weak: 33
7396,0002881F-8130-11e9-A9F8-0050569953B7,Individual,Active,Bengaluru,KARNATAKA,560043.0,FEMALE,8/26/1989,M,5/28/2019,couple with children,31.0,30-35 Years,19-May,Weak: 22
7397,0002A800-E8B8-11e8-A630-005056991469,Individual,Active,Bengaluru,KARNATAKA,560097.0,FEMALE,8/5/1983,M,11/15/2018,couple with children,37.0,35-40 Years,18-Nov,Weak: 46
7398,000A479F-3915-11e9-8AD0-005056991469,Individual,Active,Bengaluru,KARNATAKA,560077.0,FEMALE,10/27/1977,M,2/25/2019,couple with children,43.0,40- 45Years,19-Feb,Weak: 9
7399,000AEFF9-C9B5-11e8-A38A-0050568260A3,Individual,Active,Bengaluru,KARNATAKA,560008.0,FEMALE,9/3/1967,M,10/7/2018,couple with children,53.0,50-55 Years,18-Oct,Weak: 41
7400,00100857-758D-11e9-80D2-0050569953B7,Individual,Active,Bengaluru,KARNATAKA,560035.0,FEMALE,2/4/1988,M,5/13/2019,Couple without children,33.0,30-35 Years,19-May,Weak: 20
7401,00112F12-47B1-11e9-A5AC-005056981C55,Individual,Active,Bengaluru,KARNATAKA,560001.0,FEMALE,10/3/1981,M,3/16/2019,Couple without children,39.0,35-40 Years,19-Mar,Weak: 11
7402,00402298-F78A-11e8-BDC8-005056991469,Individual,Active,Bengaluru,KARNATAKA,560098.0,FEMALE,8/8/1987,M,12/4/2018,couple with children,33.0,30-35 Years,18-Dec,Weak: 49
7403,00548A9A-029A-11e9-80A8-005056991469,Individual,Active,Bengaluru,KARNATAKA,560061.0,FEMALE,3/6/1981,M,12/18/2018,Couple without children,40.0,40- 45Years,18-Dec,Weak: 51
7404,005AF38E-A1B6-11e9-AFA8-005056984FDD,Individual,Active,Bengaluru,KARNATAKA,560078.0,FEMALE,10/14/1978,M,7/9/2019,Couple without children,42.0,40- 45Years,19-Jul,Weak: 28
7405,006F7D75-2863-11e9-976A-0050569857FB,Individual,Active,Bengaluru,KARNATAKA,560077.0,FEMALE,8/3/1984,M,2/4/2019,couple with children,36.0,35-40 Years,19-Feb,Weak: 6
7406,008A9C38-6663-11e9-A8C6-005056991469,Individual,Active,Bengaluru,KARNATAKA,560094.0,FEMALE,12/12/1986,M,4/24/2019,couple with children,34.0,30-35 Years,19-Apr,Weak: 17
7407,00A28D9F-203C-11e9-A702-005056981C55,Individual,Active,Bengaluru,KARNATAKA,560043.0,FEMALE,1/20/1977,M,1/25/2019,couple with children,44.0,40- 45Years,19-Jan,Weak: 4
7408,00AA549D-BDBA-11e9-BC44-005056984FDD,Individual,Active,Bengaluru,KARNATAKA,560076.0,FEMALE,8/7/1997,M,8/13/2019,Couple without children,23.0,20-25 Years,19-Aug,Weak: 33
7409,00AD9954-2385-11e9-8662-0050569973AB,Individual,Active,Bengaluru,KARNATAKA,560010.0,FEMALE,3/15/1991,M,1/29/2019,Couple without children,30.0,30-35 Years,19-Jan,Weak: 5
7410,00B12D2B-F83B-11e8-B708-005056984FDD,Individual,Active,Bengaluru,KARNATAKA,560070.0,FEMALE,6/29/1953,M,12/5/2018,Couple without children,67.0,60+ Years,18-Dec,Weak: 49
7411,00B3548E-E2AA-11e8-BC4A-0050569953B7,Individual,Active,Bengaluru,KARNATAKA,560076.0,FEMALE,5/28/1969,M,11/7/2018,Single/living alone,51.0,50-55 Years,18-Nov,Weak: 45
7412,00C29B33-1A96-11e9-B032-005056981C55,Individual,Active,Bengaluru,KARNATAKA,560061.0,FEMALE,12/2/1978,M,1/18/2019,couple with children,42.0,40- 45Years,19-Jan,Weak: 3
7413,00C41F30-B4C5-11e8-9238-0050568252F9,Individual,Active,Bengaluru,KARNATAKA,560093.0,FEMALE,3/27/1977,M,9/10/2018,couple with children,44.0,40- 45Years,18-Sep,Weak: 37
7414,00D6FAB1-A23E-11e8-97E2-0050568252F9,Individual,Active,Bengaluru,KARNATAKA,560100.0,FEMALE,1/24/1988,M,8/18/2018,Couple without children,33.0,30-35 Years,18-Aug,Weak: 33
7415,00EB55A7-06E5-11e9-8738-0050569953B7,Individual,Active,Bengaluru,KARNATAKA,560036.0,FEMALE,8/8/1979,M,12/24/2018,Single/living alone,41.0,40- 45Years,18-Dec,Weak: 52
7416,00ED23BD-F98F-11e8-9246-005056984FDD,Individual,Active,Bengaluru,KARNATAKA,560068.0,FEMALE,11/1/1985,M,12/6/2018,Single/living alone,35.0,35-40 Years,18-Dec,Weak: 49
7417,00EF323D-AA58-11e8-A63A-0050568252F9,Individual,Active,Bengaluru,KARNATAKA,560102.0,FEMALE,7/3/1973,M,8/28/2018,Single/living alone,47.0,45-50 Years,18-Aug,Weak: 35
